"proposal_daisakusen_01_1","Proposal Daisakusen","proposal_daisakusen","episode","01","1","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=85a56bb1-fb9b-49d8-a760-3e8c5dc1c97c","MSN"
"proposal_daisakusen_01_2","Proposal Daisakusen","proposal_daisakusen","episode","01","2","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=bf117ded-3e59-4f59-a49d-a55f94cc434e","MSN"
"proposal_daisakusen_01_3","Proposal Daisakusen","proposal_daisakusen","episode","01","3","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=dca21c95-799f-45aa-910e-19c9d8e19fc2","MSN"
"proposal_daisakusen_01_4","Proposal Daisakusen","proposal_daisakusen","episode","01","4","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=bb161b7b-7b72-4d08-a527-8fde121e250b","MSN"
"proposal_daisakusen_02_1","Proposal Daisakusen","proposal_daisakusen","episode","02","1","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=1a47f671-88c8-46fd-a953-13899ba11b90","MSN"
"proposal_daisakusen_02_2","Proposal Daisakusen","proposal_daisakusen","episode","02","2","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=819692dd-53c6-4b21-9203-7296d99b89f4","MSN"
"proposal_daisakusen_02_3","Proposal Daisakusen","proposal_daisakusen","episode","02","3","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=a3fd6766-feca-40e2-9c71-78b6bf666812","MSN"
"proposal_daisakusen_02_4","Proposal Daisakusen","proposal_daisakusen","episode","02","4","http://images.video.msn.com/flash/soapbox1_1.swf?c=v&v=90061a83-8a82-4c1a-9439-045705c413e3","MSN"
"proposal_daisakusen_03_1","Proposal Daisakusen","proposal_daisakusen","episode","03","1","http://video.google.com/googleplayer.swf?docid=584921896321764835&hl=en&fs=true","Google"
"proposal_daisakusen_03_2","Proposal Daisakusen","proposal_daisakusen","episode","03","2","http://video.google.com/googleplayer.swf?docid=1854480941830104818&hl=en&fs=true","Google"
"proposal_daisakusen_03_3","Proposal Daisakusen","proposal_daisakusen","episode","03","3","http://video.google.com/googleplayer.swf?docid=-2016915676525821976&hl=en&fs=true","Google"
"proposal_daisakusen_03_4","Proposal Daisakusen","proposal_daisakusen","episode","03","4","http://video.google.com/googleplayer.swf?docid=4274259323018940162&hl=en&fs=true","Google"
"proposal_daisakusen_04_1","Proposal Daisakusen","proposal_daisakusen","episode","04","1","http://video.google.com/googleplayer.swf?docid=-3547313111807752722&hl=en&fs=true","Google"
"proposal_daisakusen_04_2","Proposal Daisakusen","proposal_daisakusen","episode","04","2","http://video.google.com/googleplayer.swf?docid=1291934890336027080&hl=en&fs=true","Google"
"proposal_daisakusen_04_3","Proposal Daisakusen","proposal_daisakusen","episode","04","3","http://video.google.com/googleplayer.swf?docid=7238937480296330282&hl=en&fs=true","Google"
"proposal_daisakusen_04_4","Proposal Daisakusen","proposal_daisakusen","episode","04","4","http://video.google.com/googleplayer.swf?docid=2857831274387058099&hl=en&fs=true","Google"
"proposal_daisakusen_05_1","Proposal Daisakusen","proposal_daisakusen","episode","05","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462648","Yahoo"
"proposal_daisakusen_05_2","Proposal Daisakusen","proposal_daisakusen","episode","05","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462662","Yahoo"
"proposal_daisakusen_05_3","Proposal Daisakusen","proposal_daisakusen","episode","05","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462664","Yahoo"
"proposal_daisakusen_05_4","Proposal Daisakusen","proposal_daisakusen","episode","05","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462671","Yahoo"
"proposal_daisakusen_06_1","Proposal Daisakusen","proposal_daisakusen","episode","06","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462677","Yahoo"
"proposal_daisakusen_06_2","Proposal Daisakusen","proposal_daisakusen","episode","06","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462684","Yahoo"
"proposal_daisakusen_06_3","Proposal Daisakusen","proposal_daisakusen","episode","06","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462688","Yahoo"
"proposal_daisakusen_06_4","Proposal Daisakusen","proposal_daisakusen","episode","06","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462690","Yahoo"
"proposal_daisakusen_07_1","Proposal Daisakusen","proposal_daisakusen","episode","07","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462699","Yahoo"
"proposal_daisakusen_07_2","Proposal Daisakusen","proposal_daisakusen","episode","07","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462701","Yahoo"
"proposal_daisakusen_07_3","Proposal Daisakusen","proposal_daisakusen","episode","07","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462709","Yahoo"
"proposal_daisakusen_07_4","Proposal Daisakusen","proposal_daisakusen","episode","07","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462707","Yahoo"
"proposal_daisakusen_08_1","Proposal Daisakusen","proposal_daisakusen","episode","08","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462711","Yahoo"
"proposal_daisakusen_08_2","Proposal Daisakusen","proposal_daisakusen","episode","08","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462715","Yahoo"
"proposal_daisakusen_08_3","Proposal Daisakusen","proposal_daisakusen","episode","08","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462719","Yahoo"
"proposal_daisakusen_08_4","Proposal Daisakusen","proposal_daisakusen","episode","08","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462721","Yahoo"
"proposal_daisakusen_09_1","Proposal Daisakusen","proposal_daisakusen","episode","09","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462731","Yahoo"
"proposal_daisakusen_09_2","Proposal Daisakusen","proposal_daisakusen","episode","09","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462733","Yahoo"
"proposal_daisakusen_09_3","Proposal Daisakusen","proposal_daisakusen","episode","09","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462735","Yahoo"
"proposal_daisakusen_09_4","Proposal Daisakusen","proposal_daisakusen","episode","09","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462739","Yahoo"
"proposal_daisakusen_10_1","Proposal Daisakusen","proposal_daisakusen","episode","10","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462741","Yahoo"
"proposal_daisakusen_10_2","Proposal Daisakusen","proposal_daisakusen","episode","10","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462743","Yahoo"
"proposal_daisakusen_10_3","Proposal Daisakusen","proposal_daisakusen","episode","10","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462747","Yahoo"
"proposal_daisakusen_10_4","Proposal Daisakusen","proposal_daisakusen","episode","10","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462754","Yahoo"
"proposal_daisakusen_11_1","Proposal Daisakusen","proposal_daisakusen","episode","11","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462756","Yahoo"
"proposal_daisakusen_11_2","Proposal Daisakusen","proposal_daisakusen","episode","11","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462758","Yahoo"
"proposal_daisakusen_11_3","Proposal Daisakusen","proposal_daisakusen","episode","11","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462762","Yahoo"
"proposal_daisakusen_11_4","Proposal Daisakusen","proposal_daisakusen","episode","11","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462766","Yahoo"
"proposal_daisakusen_sp_1","Proposal Daisakusen","proposal_daisakusen","special","sp","1","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462778","Yahoo"
"proposal_daisakusen_sp_2","Proposal Daisakusen","proposal_daisakusen","special","sp","2","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462786","Yahoo"
"proposal_daisakusen_sp_3","Proposal Daisakusen","proposal_daisakusen","special","sp","3","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462788","Yahoo"
"proposal_daisakusen_sp_4","Proposal Daisakusen","proposal_daisakusen","special","sp","4","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462791","Yahoo"
"proposal_daisakusen_sp_5","Proposal Daisakusen","proposal_daisakusen","special","sp","5","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462801","Yahoo"
"proposal_daisakusen_sp_6","Proposal Daisakusen","proposal_daisakusen","special","sp","6","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462812","Yahoo"
"proposal_daisakusen_sp_7","Proposal Daisakusen","proposal_daisakusen","special","sp","7","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462819","Yahoo"
"proposal_daisakusen_sp_8","Proposal Daisakusen","proposal_daisakusen","special","sp","8","http://d.yimg.com/static.video.yahoo.com/yep/YV_YEP.swf?intl=us&id=10462875","Yahoo"
